운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
차지비,용인시 수지구 만현마을5단지아파트 ,4,AC완속,경기도,용인시,"경기도 용인시 수지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥",거주자외 출입제한,"지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥"
차지비,용인시 수지구 만현마을5단지아파트 ,5,AC완속,경기도,용인시,"경기도 용인시 수지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥",거주자외 출입제한,"지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥"
차지비,용인시 수지구 만현마을5단지아파트 ,6,AC완속,경기도,용인시,"경기도 용인시 수지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥",거주자외 출입제한,"지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥"
차지비,용인시 수지구 만현마을5단지아파트 ,7,AC완속,경기도,용인시,"경기도 용인시 수지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥",거주자외 출입제한,"지구 만현로 79P2, P4주차장, 제1주차장 지하2층 25번기둥"
차지비,용인시 수지현대성우아파트,1,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수지현대성우아파트,2,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수지현대성우아파트,3,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수지현대성우아파트,4,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수지현대성우아파트,5,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수지현대성우아파트,6,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 16제 1, 제2, 제4주차장 각 지하2층",거주자외 출입제한,"지구 정평로 16제 1, 제2, 제4주차장 각 지하2층"
차지비,용인시 수진마을2단지 현대효성아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 손곡로 54201동앞 지하1층주차장 11번기둥,시설 상황에 따라 이용이 제한될 수 있음,지구 손곡로 54201동앞 지하1층주차장 11번기둥
차지비,용인시 수진마을2단지 현대효성아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 손곡로 54201동앞 지하1층주차장 11번기둥,시설 상황에 따라 이용이 제한될 수 있음,지구 손곡로 54201동앞 지하1층주차장 11번기둥
차지비,용인시 신정마을성지아파트,1,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,2,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,3,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,4,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,5,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,6,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,7,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신정마을성지아파트,8,AC완속,경기도,용인시,"경기도 용인시 수지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18",거주자외 출입제한,"지구 정평로 61가 주차장 B1 79, 나 주차장 B1 18"
차지비,용인시 신한은행기흥연수원,1,AC완속,경기도,용인시,경기도 용인시 기흥구 기흥단지로158번길 11지하1층(376-27 신한은행연수원),시설 상황에 따라 이용이 제한될 수 있음,흥구 기흥단지로158번길 11지하1층(376-27 신한은행연수원)
차지비,용인시 역북신원아침도시아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 낙은로 11103동 지하1주차장 06구역,거주자외 출입제한,인구 낙은로 11103동 지하1주차장 06구역
차지비,용인시 역북신원아침도시아파트,2,AC완속,경기도,용인시,경기도 용인시 처인구 낙은로 11103동 지하1주차장 06구역,거주자외 출입제한,인구 낙은로 11103동 지하1주차장 06구역
차지비,용인시 역북신원아침도시아파트,3,AC완속,경기도,용인시,경기도 용인시 처인구 낙은로 11103동 지하1주차장 06구역,거주자외 출입제한,인구 낙은로 11103동 지하1주차장 06구역
차지비,용인시 역북신원아침도시아파트,4,AC완속,경기도,용인시,경기도 용인시 처인구 낙은로 11103동 지하1주차장 06구역,거주자외 출입제한,인구 낙은로 11103동 지하1주차장 06구역
차지비,용인시 연원마을현대아파트,1,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 60105동 지하1층,거주자외 출입제한,흥구 연원로 60105동 지하1층
차지비,용인시 연원마을현대아파트,2,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 60105동 지하1층,거주자외 출입제한,흥구 연원로 60105동 지하1층
차지비,용인시 연원마을현대아파트,3,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 60105동 지하1층,거주자외 출입제한,흥구 연원로 60105동 지하1층
차지비,용인시 연원마을현대아파트,4,AC완속,경기도,용인시,경기도 용인시 기흥구 연원로 60105동 지하1층,거주자외 출입제한,흥구 연원로 60105동 지하1층
차지비,용인시 우남퍼스트빌아파트,1,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,2,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,3,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,4,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,5,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,6,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 우남퍼스트빌아파트,7,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 91제1, 2, 3, 4 주차장, B1",거주자외 출입제한,"인구 금학로 91제1, 2, 3, 4 주차장, B1"
차지비,용인시 원천마을푸르지오아파트,1,AC완속,경기도,용인시,경기도 용인시 수지구 고기로 3지하1층주차장,거주자외 출입제한,지구 고기로 3지하1층주차장
차지비,용인시 원천마을푸르지오아파트,2,AC완속,경기도,용인시,경기도 용인시 수지구 고기로 3지하1층주차장,거주자외 출입제한,지구 고기로 3지하1층주차장
차지비,용인시 죽전힐스테이트2차,1,AC완속,경기도,용인시,경기도 용인시 기흥구 죽현로 59-27지하1층(힐스테이트 타운하우스),거주자외 출입제한,흥구 죽현로 59-27지하1층(힐스테이트 타운하우스)
차지비,용인시 처인구 마평우성아파트,1,AC완속,경기도,용인시,경기도 용인시 처인구 금령로 173번길 5103동 지하1층 주차장,거주자외 출입제한,인구 금령로 173번길 5103동 지하1층 주차장
차지비,용인시 처인구 마평우성아파트,2,AC완속,경기도,용인시,경기도 용인시 처인구 금령로 173번길 5103동 지하1층 주차장,거주자외 출입제한,인구 금령로 173번길 5103동 지하1층 주차장
차지비,용인시 초원마을성원상떼빌,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,4,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,5,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,6,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,7,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,8,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,9,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,10,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,11,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 초원마을성원상떼빌,12,AC완속,경기도,용인시,"경기도 용인시 기흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))",거주자외 출입제한,"흥구 기흥로116번길 1001주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)(500 초원마을성원상떼빌 1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A))"
차지비,용인시 한보라마을휴먼시아6단지,1,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,2,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,3,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,4,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,5,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,6,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,7,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,8,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,9,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,용인시 한보라마을휴먼시아6단지,10,AC완속,경기도,용인시,"경기도 용인시 기흥구 한보라1로 911,3,4,5주차장 B1",거주자외 출입제한,"흥구 한보라1로 911,3,4,5주차장 B1"
차지비,케이티기흥빌딩,11,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티기흥빌딩,12,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티기흥빌딩,21,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티기흥빌딩,22,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티기흥빌딩 ,11,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티기흥빌딩 ,12,AC완속,경기도,용인시,"경기도 용인시 기흥구 하갈로 200 (상갈동, 한국통신경기교환국사)",사업장 거주자외 출입제한,"흥구 하갈로 200 (상갈동, 한국통신경기교환국사)"
차지비,케이티수지빌딩,11,AC완속,경기도,용인시,"경기도 용인시 수지구 문인로13번길 5 (풍덕천동, 한국통신KT수지지국)",사업장 거주자외 출입제한,"지구 문인로13번길 5 (풍덕천동, 한국통신KT수지지국)"
차지비,케이티수지빌딩,12,AC완속,경기도,용인시,"경기도 용인시 수지구 문인로13번길 5 (풍덕천동, 한국통신KT수지지국)",사업장 거주자외 출입제한,"지구 문인로13번길 5 (풍덕천동, 한국통신KT수지지국)"
차지비,케이티용인빌딩,11,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
차지비,케이티용인빌딩,12,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
차지비,케이티용인빌딩,21,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
차지비,케이티용인빌딩,22,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
차지비,케이티용인빌딩 ,11,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
차지비,케이티용인빌딩 ,12,AC완속,경기도,용인시,"경기도 용인시 처인구 금학로 385 (김량장동, KT용인지사)",사업장 거주자외 출입제한,"인구 금학로 385 (김량장동, KT용인지사)"
에스트래픽,경수고속도로(주)(서수지톨게이트),1,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 260,사업장 거주자외 출입제한,지구 성복1로 260
에스트래픽,경수고속도로(주)(서수지톨게이트),2,AC완속,경기도,용인시,경기도 용인시 수지구 성복1로 260,사업장 거주자외 출입제한,지구 성복1로 260
에스트래픽,광교상현꿈에그린(입주민 전용),1,AC완속,경기도,용인시,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),입주민 전용,지구 수지로 17(광교상현 꿈에그린)
에스트래픽,광교상현꿈에그린(입주민 전용),2,AC완속,경기도,용인시,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),입주민 전용,지구 수지로 17(광교상현 꿈에그린)
에스트래픽,광교상현꿈에그린(입주민 전용),3,AC완속,경기도,용인시,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),입주민 전용,지구 수지로 17(광교상현 꿈에그린)
에스트래픽,광교상현꿈에그린(입주민 전용),4,AC완속,경기도,용인시,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),입주민 전용,지구 수지로 17(광교상현 꿈에그린)
에스트래픽,광교상현꿈에그린(입주민 전용),5,AC완속,경기도,용인시,경기도 용인시 수지구 수지로 17(광교상현 꿈에그린),입주민 전용,지구 수지로 17(광교상현 꿈에그린)
에스트래픽,기분좋은날,1,AC완속,경기도,용인시,경기도 용인시 처인구 양지면 남평로 188,음식점 시설 이용자로 제한,인구 양지면 남평로 188
에스트래픽,기흥점 기아오토큐,1,AC완속,경기도,용인시,경기도 용인시 기흥구 흥덕2로 1(영덕동 545-2),회원전용,흥구 흥덕2로 1(영덕동 545-2)
에스트래픽,무승(경동택배),1,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),시설 상황에 따라 이용이 제한될 수 있음,인구 포곡읍 석성로985번길 42(영문리 117)
에스트래픽,무승(경동택배),2,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),시설 상황에 따라 이용이 제한될 수 있음,인구 포곡읍 석성로985번길 42(영문리 117)
에스트래픽,무승(경동택배),3,AC완속,경기도,용인시,경기도 용인시 처인구 포곡읍 석성로985번길 42(영문리 117),시설 상황에 따라 이용이 제한될 수 있음,인구 포곡읍 석성로985번길 42(영문리 117)
에스트래픽,스타코리아,1,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로35번길 61(공세동 698-3),시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로35번길 61(공세동 698-3)
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),1,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),2,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),3,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),4,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),5,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),6,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),7,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,용인구성 휴먼시아 물푸레마을 7단지(입주민 전용),8,AC완속,경기도,용인시,경기도 용인시 기흥구 구성로 395,시설 상황에 따라 이용이 제한될 수 있음,흥구 구성로 395
에스트래픽,이케아 기흥점(회원전용),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),3,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),4,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),5,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),6,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),7,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),8,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
에스트래픽,이케아 기흥점(회원전용),9,AC완속,경기도,용인시,경기도 용인시 기흥구 신고매로 62(Korea 기흥점),부분공용,흥구 신고매로 62(Korea 기흥점)
지커넥트,공세대주피오레2단지,1,AC완속,경기도,용인시,경기도 용인시 기흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변,시설 상황에 따라 이용이 제한될 수 있음,흥구 탑실로 152305주차장 202동쪽 지하 2층 C44번 기둥 주변
