Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
361,환경부(한국자동차환경협회),송산포도휴게소(시흥방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 송산면 평택시흥고속도로 25,제한없음,산면 평택시흥고속도로 25
362,환경부(한국자동차환경협회),송산포도휴게소(시흥방향),1,DC콤보,경기도,화성시,경기도 화성시 송산면 평택시흥고속도로25,제한없음,산면 평택시흥고속도로25
363,환경부(한국자동차환경협회),송산포도휴게소(평택방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 송산면 평택시흥고속도로 25,제한없음,산면 평택시흥고속도로 25
364,환경부(한국자동차환경협회),송산포도휴게소(평택방향),1,DC콤보,경기도,화성시,경기도 화성시 송산면 평택시흥고속도로25,제한없음,산면 평택시흥고속도로25
365,환경부(한국자동차환경협회),송산포도휴게소(평택방향),2,DC콤보,경기도,화성시,경기도 화성시 송산면 평택시흥고속도로25,제한없음,산면 평택시흥고속도로25
366,환경부(한국자동차환경협회),송전휴게소,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 이동면 남북대로 2616(송전리 169-5),제한없음,인구 이동면 남북대로 2616(송전리 169-5)
367,환경부(한국자동차환경협회),송죽공영주차장,1,DC차데모+AC3상+DC콤보,경기도,군포시,경기도 군포시 군포로609번안길 12,제한없음,포로609번안길 12
369,환경부(한국자동차환경협회),송탄역 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,평택시,경기도 평택시 탄현1로 173송탄역 공영주차장(신장동 263-164),제한없음,현1로 173송탄역 공영주차장(신장동 263-164)
370,환경부(한국자동차환경협회),수내3동행정복지센터,1,DC콤보,경기도,성남시,경기도 성남시 분당구 돌마로356번길 43,제한없음,당구 돌마로356번길 43
371,환경부(한국자동차환경협회),수동면주민자치센터,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 수동면 비룡로 730,제한없음,수동면 비룡로 730
372,환경부(한국자동차환경협회),수동면주민자치센터,2,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 수동면 비룡로 730,제한없음,수동면 비룡로 730
373,환경부(한국자동차환경협회),수락산 공영주차장,21,DC콤보,경기도,남양주시,경기도 남양주시 별내면 청학리 537,제한없음,별내면 청학리 537
374,환경부(한국자동차환경협회),수락산 공영주차장,22,DC콤보,경기도,남양주시,경기도 남양주시 별내면 청학리 537,제한없음,별내면 청학리 537
375,환경부(한국자동차환경협회),수원~광명고속도로 남광명TG 주차장,21,DC콤보,경기도,광명시,경기도 광명시 가학로 119,제한없음,학로 119
376,환경부(한국자동차환경협회),수원~광명고속도로 남광명TG 주차장,22,DC콤보,경기도,광명시,경기도 광명시 가학로 119,제한없음,학로 119
377,환경부(한국자동차환경협회),수원~광명고속도로 남군포TG 주차장,21,DC콤보,경기도,군포시,경기도 군포시 번영로 147-95,제한없음,영로 147-95
378,환경부(한국자동차환경협회),수원~광명고속도로 남군포TG 주차장,22,DC콤보,경기도,군포시,경기도 군포시 번영로 147-95,제한없음,영로 147-95
398,환경부(한국자동차환경협회),스타필드 부천점1,21,DC콤보,경기도,부천시,경기도 부천시 옥길로 1,제한없음,길로 1
399,환경부(한국자동차환경협회),스타필드 부천점1,22,DC콤보,경기도,부천시,경기도 부천시 옥길로 1,제한없음,길로 1
400,환경부(한국자동차환경협회),스타필드 부천점1,23,DC콤보,경기도,부천시,경기도 부천시 옥길로 1,제한없음,길로 1
401,환경부(한국자동차환경협회),스타필드 부천점1,24,DC콤보,경기도,부천시,경기도 부천시 옥길로 1,제한없음,길로 1
402,환경부(한국자동차환경협회),스타필드 위례,11,DC콤보,경기도,하남시,경기도 하남시 학암동 90-33,제한없음,암동 90-33
403,환경부(한국자동차환경협회),스타필드 위례,12,DC콤보,경기도,하남시,경기도 하남시 학암동 90-33,제한없음,암동 90-33
405,환경부(한국자동차환경협회),시민체육광장,21,DC콤보,경기도,군포시,경기도 군포시 산본로267,제한없음,본로267
406,환경부(한국자동차환경협회),시민체육광장,22,DC콤보,경기도,군포시,경기도 군포시 산본로267,제한없음,본로267
424,환경부(한국자동차환경협회),신장동 행정복지센터,21,DC콤보,경기도,오산시,경기도 오산시 문헌공로 45,제한없음,헌공로 45
425,환경부(한국자동차환경협회),신장동 행정복지센터,22,DC콤보,경기도,오산시,경기도 오산시 문헌공로 45,제한없음,헌공로 45
426,환경부(한국자동차환경협회),신촌동행정복지센터,91,DC콤보,경기도,성남시,경기도 성남시 수정구 오야로 19,제한없음,정구 오야로 19
459,환경부(한국자동차환경협회),안양시 농수산물도매시장,1,DC콤보,경기도,안양시,경기도 안양시 동안구 흥안대로 313,제한없음,안구 흥안대로 313
460,환경부(한국자동차환경협회),안양시청,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 동안구 관앙동 1590,제한없음,안구 관앙동 1590
461,환경부(한국자동차환경협회),안양종합운동장,21,DC콤보,경기도,안양시,경기도 안양시 동안구 평촌대로 389,제한없음,안구 평촌대로 389
462,환경부(한국자동차환경협회),안양종합운동장,22,DC콤보,경기도,안양시,경기도 안양시 동안구 평촌대로 389,제한없음,안구 평촌대로 389
473,환경부(한국자동차환경협회),어린이비젼센터 주차장,21,DC콤보,경기도,남양주시,경기도 남양주시 진접읍 금곡리 1077,제한없음,진접읍 금곡리 1077
474,환경부(한국자동차환경협회),어린이비젼센터 주차장,22,DC콤보,경기도,남양주시,경기도 남양주시 진접읍 금곡리 1077,제한없음,진접읍 금곡리 1077
475,환경부(한국자동차환경협회),에코랜드,1,DC콤보,경기도,남양주시,경기도 남양주시 별내면 청학로8번길 39,제한없음,별내면 청학로8번길 39
478,환경부(한국자동차환경협회),여주보건소,1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 여흥로 160번길 14(상동 358-3),제한없음,흥로 160번길 14(상동 358-3)
479,환경부(한국자동차환경협회),여주휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 가남읍 여주남로 722 (본두리),제한없음,남읍 여주남로 722 (본두리)
480,환경부(한국자동차환경협회),여주휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 가남읍 여주남로 722,제한없음,남읍 여주남로 722
481,환경부(한국자동차환경협회),여주휴게소(서창방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 가남읍 화평길 116 (본두리),제한없음,남읍 화평길 116 (본두리)
482,환경부(한국자동차환경협회),여주휴게소(인천방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 가남읍 화평길 116,제한없음,남읍 화평길 116
496,환경부(한국자동차환경협회),예술공원 노외주차장,21,DC콤보,경기도,안양시,경기도 안양시 만안구 예술공원로 131,제한없음,안구 예술공원로 131
497,환경부(한국자동차환경협회),예술공원 노외주차장,22,DC콤보,경기도,안양시,경기도 안양시 만안구 예술공원로 131,제한없음,안구 예술공원로 131
498,환경부(한국자동차환경협회),예스파크 2주차장,11,DC콤보,경기도,이천시,경기도 이천시 신둔면 고척리 589-4,제한없음,둔면 고척리 589-4
499,환경부(한국자동차환경협회),예스파크 2주차장,12,DC콤보,경기도,이천시,경기도 이천시 신둔면 고척리 589-4,제한없음,둔면 고척리 589-4
500,환경부(한국자동차환경협회),오산휴게소(과천) 상행선,1,DC콤보,경기도,오산시,경기도 오산시 수도권제2순환고속도로 13경기도 오산시 수도권제2순환고속도로 14,제한없음,도권제2순환고속도로 13경기도 오산시 수도권제2순환고속도로 14
501,환경부(한국자동차환경협회),오산휴게소(과천방향),1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 지곶동 산60,제한없음,곶동 산60
502,환경부(한국자동차환경협회),오산휴게소(동탄) 하행선,1,DC콤보,경기도,오산시,경기도 오산시 수도권제2순환고속도로 14,제한없음,도권제2순환고속도로 14
503,환경부(한국자동차환경협회),오산휴게소(동탄) 하행선,2,DC콤보,경기도,오산시,경기도 오산시 수도권제2순환고속도로 14,제한없음,도권제2순환고속도로 14
504,환경부(한국자동차환경협회),오산휴게소(동탄방향),1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 금암동 41-2,제한없음,암동 41-2
505,환경부(한국자동차환경협회),오정어울마당,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 오정동 129 지상주차장 입구 왼쪽,제한없음,정동 129 지상주차장 입구 왼쪽
515,환경부(한국자동차환경협회),와부읍 제3공영주차장,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 와부읍 도곡리 1037-9,제한없음,와부읍 도곡리 1037-9
518,환경부(한국자동차환경협회),용인시민체육공원,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 28-6,제한없음,인구 삼가동 28-6
519,환경부(한국자동차환경협회),용인시민체육공원,2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 28-6,제한없음,인구 삼가동 28-6
520,환경부(한국자동차환경협회),용인시민체육공원,11,DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 28-6,제한없음,인구 삼가동 28-6
521,환경부(한국자동차환경협회),용인시민체육공원,51,DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 28-6,제한없음,인구 삼가동 28-6
522,환경부(한국자동차환경협회),용인시민체육센터 제2주차장,41,DC콤보,경기도,용인시,경기도 용인시 처인구 포곡읍 금어로 317,제한없음,인구 포곡읍 금어로 317
523,환경부(한국자동차환경협회),용인시민체육센터 제2주차장,42,DC콤보,경기도,용인시,경기도 용인시 처인구 포곡읍 금어로 317,제한없음,인구 포곡읍 금어로 317
524,환경부(한국자동차환경협회),용인시민체육센터 제2주차장,43,DC콤보,경기도,용인시,경기도 용인시 처인구 포곡읍 금어로 317,제한없음,인구 포곡읍 금어로 317
525,환경부(한국자동차환경협회),용인시민체육센터 제2주차장,44,DC콤보,경기도,용인시,경기도 용인시 처인구 포곡읍 금어로 317,제한없음,인구 포곡읍 금어로 317
526,환경부(한국자동차환경협회),용인시청,1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 삼가동 556 지하1층 가03 기둥옆,제한없음,인구 삼가동 556 지하1층 가03 기둥옆
527,환경부(한국자동차환경협회),용인휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 주북로94번길 30-1 (고림동),제한없음,인구 주북로94번길 30-1 (고림동)
528,환경부(한국자동차환경협회),용인휴게소(강릉방향),2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 주북로94번길 30-1 (고림동),제한없음,인구 주북로94번길 30-1 (고림동)
529,환경부(한국자동차환경협회),용인휴게소(서창방향),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 주북로 66-14 (고림동),제한없음,인구 주북로 66-14 (고림동)
530,환경부(한국자동차환경협회),용인휴게소(서창방향),2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 처인구 주북로 66-14 (고림동),제한없음,인구 주북로 66-14 (고림동)
534,환경부(한국자동차환경협회),운학동예비군훈련장,21,DC콤보,경기도,용인시,경기도 용인시 처인구 묵동로 73-1,제한없음,인구 묵동로 73-1
