Unnamed: 0,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
65,환경부(한국자동차환경협회),관악역 3환승 공영주차장 ,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 만안구 석수1동 110-26 입구 맨끝 왼쪽,제한없음,안구 석수1동 110-26 입구 맨끝 왼쪽
72,환경부(한국자동차환경협회),구리남양주 교육지원청,1,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음,경춘로 520
73,환경부(한국자동차환경협회),구리남양주 교육지원청,2,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음,경춘로 520
74,환경부(한국자동차환경협회),구리남양주 교육지원청,3,DC콤보,경기도,남양주시,경기도 남양주시 경춘로 520,제한없음,경춘로 520
81,환경부(한국자동차환경협회),구성동주민센터,1,DC콤보,경기도,용인시,경기도 용인시 기흥구 구성로77번길 17,제한없음,흥구 구성로77번길 17
82,환경부(한국자동차환경협회),구성동주민센터,2,DC콤보,경기도,용인시,경기도 용인시 기흥구 구성로77번길 17,제한없음,흥구 구성로77번길 17
85,환경부(한국자동차환경협회),국민건강보험공단 김포지사,21,DC콤보,경기도,김포시,경기도 김포시 태장로 795번길 137,제한없음,장로 795번길 137
86,환경부(한국자동차환경협회),국민건강보험공단 김포지사,22,DC콤보,경기도,김포시,경기도 김포시 태장로 795번길 137,제한없음,장로 795번길 137
89,환경부(한국자동차환경협회),그린환경센터 주민편익시설,1,DC콤보,경기도,화성시,경기도 화성시 봉담읍 하가등리 107-1,제한없음,담읍 하가등리 107-1
92,환경부(한국자동차환경협회),금학공영주차장,11,DC콤보,경기도,용인시,경기도 용인시 처인구 용문로 140,제한없음,인구 용문로 140
93,환경부(한국자동차환경협회),금학공영주차장,12,DC콤보,경기도,용인시,경기도 용인시 처인구 용문로 140,제한없음,인구 용문로 140
94,환경부(한국자동차환경협회),기흥휴게소(부산방향),1,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 공세로 173 (공세동),제한없음,흥구 공세로 173 (공세동)
95,환경부(한국자동차환경협회),기흥휴게소(부산방향),2,DC차데모+AC3상+DC콤보,경기도,용인시,경기도 용인시 기흥구 공세로 173 (공세동),제한없음,흥구 공세로 173 (공세동)
96,환경부(한국자동차환경협회),김포생활체육관,21,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 198-3,제한없음,포한강8로 198-3
97,환경부(한국자동차환경협회),김포생활체육관,22,DC콤보,경기도,김포시,경기도 김포시 김포한강8로 198-3,제한없음,포한강8로 198-3
98,환경부(한국자동차환경협회),김포시 장기도서관,21,DC콤보,경기도,김포시,경기도 김포시 김포한강2로 42,제한없음,포한강2로 42
99,환경부(한국자동차환경협회),김포시 장기도서관,22,DC콤보,경기도,김포시,경기도 김포시 김포한강2로 42,제한없음,포한강2로 42
100,환경부(한국자동차환경협회),김포시민회관,21,DC콤보,경기도,김포시,경기도 김포시 사우중로 26,제한없음,우중로 26
101,환경부(한국자동차환경협회),김포시민회관,22,DC콤보,경기도,김포시,경기도 김포시 사우중로 26,제한없음,우중로 26
102,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,41,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음,포한강11로455
103,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,42,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음,포한강11로455
104,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,43,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음,포한강11로455
105,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,44,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음,포한강11로455
106,환경부(한국자동차환경협회),김포한강 야생조류생태공원 주자장,45,DC콤보,경기도,김포시,경기도 김포시 김포한강11로455,제한없음,포한강11로455
109,환경부(한국자동차환경협회),남별내영업소,1,DC콤보,경기도,남양주시,경기도 남양주시 별내면 구리포천고속도로 11,제한없음,별내면 구리포천고속도로 11
110,환경부(한국자동차환경협회),남별내영업소,2,DC콤보,경기도,남양주시,경기도 남양주시 별내면 구리포천고속도로 11,제한없음,별내면 구리포천고속도로 11
111,환경부(한국자동차환경협회),남부수자원생태공원,11,DC콤보,경기도,부천시,경기도 부천시 연동로 89,제한없음,동로 89
112,환경부(한국자동차환경협회),남부수자원생태공원,12,DC콤보,경기도,부천시,경기도 부천시 연동로 89,제한없음,동로 89
113,환경부(한국자동차환경협회),남부치매안심센터,1,DC콤보,경기도,이천시,경기도 이천시 장호원읍 서동대로8809번길 30-15,제한없음,호원읍 서동대로8809번길 30-15
114,환경부(한국자동차환경협회),남부치매안심센터,2,DC콤보,경기도,이천시,경기도 이천시 장호원읍 서동대로8809번길 30-15,제한없음,호원읍 서동대로8809번길 30-15
115,환경부(한국자동차환경협회),남양읍사무소,11,DC콤보,경기도,화성시,경기도 화성시 남양읍 남양성지로 192-5,제한없음,양읍 남양성지로 192-5
116,환경부(한국자동차환경협회),남양읍사무소,12,DC콤보,경기도,화성시,경기도 화성시 남양읍 남양성지로 192-5,제한없음,양읍 남양성지로 192-5
117,환경부(한국자동차환경협회),남양주 시청,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 금곡동 185-10 옥외 주차장,제한없음,금곡동 185-10 옥외 주차장
118,환경부(한국자동차환경협회),남양주소방서,21,DC콤보,경기도,남양주시,경기도 남양주시 평내로 25,제한없음,평내로 25
119,환경부(한국자동차환경협회),남양주소방서,22,DC콤보,경기도,남양주시,경기도 남양주시 평내로 25,제한없음,평내로 25
121,환경부(한국자동차환경협회),노작공원,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 노작로226-26,제한없음,작로226-26
122,환경부(한국자동차환경협회),노작공원,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 노작로226-26,제한없음,작로226-26
123,환경부(한국자동차환경협회),논골공영주차장 (구)논골선경공영,1,DC콤보,경기도,성남시,경기도 성남시 수정구 단대동 산 164-3,제한없음,정구 단대동 산 164-3
126,환경부(한국자동차환경협회),다산진건지구 공영주차타워,1,DC콤보,경기도,남양주시,경기도 남양주시 다산동 6148,제한없음,다산동 6148
127,환경부(한국자동차환경협회),다산행정복지센터,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 다산중앙로 7,제한없음,다산중앙로 7
128,환경부(한국자동차환경협회),단대공원공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 수정구 산성동 508,제한없음,정구 산성동 508
129,환경부(한국자동차환경협회),단대동제1공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 수정구 단대동 27-1,제한없음,정구 단대동 27-1
132,환경부(한국자동차환경협회),대곶면행정복지센터,21,DC콤보,경기도,김포시,경기도 김포시 대곶면 율생로 83-23,제한없음,곶면 율생로 83-23
133,환경부(한국자동차환경협회),대곶면행정복지센터,22,DC콤보,경기도,김포시,경기도 김포시 대곶면 율생로 83-23,제한없음,곶면 율생로 83-23
139,환경부(한국자동차환경협회),대신면 문화복지센터,21,DC콤보,경기도,여주시,경기도 여주시 대신면 율촌1길 12-9,제한없음,신면 율촌1길 12-9
140,환경부(한국자동차환경협회),대신면 문화복지센터,22,DC콤보,경기도,여주시,경기도 여주시 대신면 율촌1길 12-9,제한없음,신면 율촌1길 12-9
141,환경부(한국자동차환경협회),대원천공영주차장,1,DC콤보,경기도,성남시,경기도 성남시 중원구 성남동 4596,제한없음,원구 성남동 4596
142,환경부(한국자동차환경협회),대월체육공원,21,DC콤보,경기도,이천시,경기도 이천시 대월면 대산로 125,제한없음,월면 대산로 125
143,환경부(한국자동차환경협회),대월체육공원,22,DC콤보,경기도,이천시,경기도 이천시 대월면 대산로 125,제한없음,월면 대산로 125
145,환경부(한국자동차환경협회),덕평휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로 154번길 287-76,제한없음,장면 덕이로 154번길 287-76
146,환경부(한국자동차환경협회),덕평휴게소(강릉방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로154번길 287-76휴게소 정면 좌측 주차장(흡연장 옆)(각평리 산21-3),제한없음,장면 덕이로154번길 287-76휴게소 정면 좌측 주차장(흡연장 옆)(각평리 산21-3)
147,환경부(한국자동차환경협회),덕평휴게소(강릉방향),2,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로 154번길 287-76,제한없음,장면 덕이로 154번길 287-76
148,환경부(한국자동차환경협회),덕평휴게소(인천방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 덕이로154번길 287-76휴게소 옥외 장애인 주차장(휴게소 정면 우측 흡연장 앞)(각평리 321-2),제한없음,장면 덕이로154번길 287-76휴게소 옥외 장애인 주차장(휴게소 정면 우측 흡연장 앞)(각평리 321-2)
149,환경부(한국자동차환경협회),동안구청,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 동안구 동안로 158,제한없음,안구 동안로 158
150,환경부(한국자동차환경협회),동양대학교(서편주차장),1,DC콤보,경기도,동두천시,경기도 동두천시 동두천동 289-2,제한없음,동두천동 289-2
151,환경부(한국자동차환경협회),동양컴퓨터학원 앞(공중전화부스),1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 중원구 중앙동 1175,제한없음,원구 중앙동 1175
152,환경부(한국자동차환경협회),동탄2수질복원센터,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음,탄면 동탄산단7길 60
153,환경부(한국자동차환경협회),동탄2수질복원센터,2,DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음,탄면 동탄산단7길 60
154,환경부(한국자동차환경협회),동탄2수질복원센터,52,DC콤보,경기도,화성시,경기도 화성시 동탄면 동탄산단7길 60,제한없음,탄면 동탄산단7길 60
155,환경부(한국자동차환경협회),동탄보건지소,21,DC콤보,경기도,화성시,경기도 화성시 석우동 60,제한없음,우동 60
156,환경부(한국자동차환경협회),동탄보건지소,22,DC콤보,경기도,화성시,경기도 화성시 석우동 60,제한없음,우동 60
157,환경부(한국자동차환경협회),동탄호수공원 주차장,1,DC콤보,경기도,화성시,경기도 화성시 송동 727,제한없음,동 727
158,환경부(한국자동차환경협회),동편마을 지하주차장,1,DC콤보,경기도,안양시,경기도 안양시 동안구 관양동 1709,제한없음,안구 관양동 1709
159,환경부(한국자동차환경협회),로보파크,1,DC콤보,경기도,부천시,경기도 부천시 평천로 655,제한없음,천로 655
165,환경부(한국자동차환경협회),롯데마트 김포한강점,1,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 김포한강2로 41,제한없음,포한강2로 41
166,환경부(한국자동차환경협회),롯데마트 김포한강점,2,DC차데모+AC3상+DC콤보,경기도,김포시,경기도 김포시 김포한강2로 41,제한없음,포한강2로 41
167,환경부(한국자동차환경협회),롯데마트 덕소점,1,DC차데모+AC3상+DC콤보,경기도,남양주시,경기도 남양주시 와부읍 월문천로 33 (덕소리),제한없음,와부읍 월문천로 33 (덕소리)
168,환경부(한국자동차환경협회),롯데마트 동두천점,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 평화로 2169번길 21 (송내동),제한없음,평화로 2169번길 21 (송내동)
169,환경부(한국자동차환경협회),롯데마트 마석점,1,DC차데모+AC3상+DC콤보,경기도,남양주시,"경기도 남양주시 화도읍 경춘로 1992, 지상주차장 3층 20구역(마석우리 255-24)",제한없음,"화도읍 경춘로 1992, 지상주차장 3층 20구역(마석우리 255-24)"
170,환경부(한국자동차환경협회),롯데마트 마장휴게소점(통영방향),1,DC차데모+AC3상+DC콤보,경기도,이천시,"경기도 이천시 마장면 중부고속도로 82, 지하주차장 100구역(산 13-32)",제한없음,"장면 중부고속도로 82, 지하주차장 100구역(산 13-32)"
172,환경부(한국자동차환경협회),롯데마트 서현점,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 황새울로311번길 28-0 (서현동),제한없음,당구 황새울로311번길 28-0 (서현동)
173,환경부(한국자동차환경협회),롯데마트 서현점,2,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 황새울로311번길 28-0 (서현동),제한없음,당구 황새울로311번길 28-0 (서현동)
175,환경부(한국자동차환경협회),롯데마트 수지점,1,DC차데모+AC3상+DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음,"흥구 진산로 116, 4층 31, 정비소 옆"
176,환경부(한국자동차환경협회),롯데마트 수지점,2,DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음,"흥구 진산로 116, 4층 31, 정비소 옆"
177,환경부(한국자동차환경협회),롯데마트 수지점,52,DC콤보,경기도,용인시,"경기도 용인시 기흥구 진산로 116, 4층 31, 정비소 옆",제한없음,"흥구 진산로 116, 4층 31, 정비소 옆"
186,환경부(한국자동차환경협회),롯데마트 신갈점,1,DC차데모+AC3상+DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음,"흥구 중부대로 375, 지하2층 10"
187,환경부(한국자동차환경협회),롯데마트 신갈점,2,DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음,"흥구 중부대로 375, 지하2층 10"
188,환경부(한국자동차환경협회),롯데마트 신갈점,52,DC콤보,경기도,용인시,"경기도 용인시 기흥구 중부대로 375, 지하2층 10",제한없음,"흥구 중부대로 375, 지하2층 10"
189,환경부(한국자동차환경협회),롯데마트 신영통점,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 삼성1로 333 (반월동),제한없음,성1로 333 (반월동)
190,환경부(한국자동차환경협회),롯데마트 신영통점,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 삼성1로 333 (반월동),제한없음,성1로 333 (반월동)
202,환경부(한국자동차환경협회),롯데마트 오산점,1,DC차데모+AC3상+DC콤보,경기도,오산시,경기도 오산시 경기대로 271-0 (오산동)5층 37구역,제한없음,기대로 271-0 (오산동)5층 37구역
203,환경부(한국자동차환경협회),롯데마트 의왕점,1,DC차데모+AC3상+DC콤보,경기도,의왕시,경기도 의왕시 계원대학로 7-0 (내손동),제한없음,원대학로 7-0 (내손동)
214,환경부(한국자동차환경협회),롯데마트 판교점,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 삼평동 741 지하 2층 E01번,제한없음,당구 삼평동 741 지하 2층 E01번
215,환경부(한국자동차환경협회),롯데마트 평택점,1,DC차데모+AC3상+DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음,"택5로 30, 6층 주차장"
216,환경부(한국자동차환경협회),롯데마트 평택점,2,DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음,"택5로 30, 6층 주차장"
217,환경부(한국자동차환경협회),롯데마트 평택점,52,DC콤보,경기도,평택시,"경기도 평택시 평택5로 30, 6층 주차장",제한없음,"택5로 30, 6층 주차장"
218,환경부(한국자동차환경협회),롯데마트 피트인산본점,1,DC차데모+AC3상+DC콤보,경기도,군포시,경기도 군포시 번영로 485 (산본동),제한없음,영로 485 (산본동)
220,환경부(한국자동차환경협회),롯데아울렛 이천점1,1,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
221,환경부(한국자동차환경협회),롯데아울렛 이천점1,2,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
222,환경부(한국자동차환경협회),롯데아울렛 이천점1,3,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
223,환경부(한국자동차환경협회),롯데아울렛 이천점1,4,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
224,환경부(한국자동차환경협회),롯데아울렛 이천점1,5,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
225,환경부(한국자동차환경협회),롯데아울렛 이천점1,6,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
226,환경부(한국자동차환경협회),롯데아울렛 이천점1,7,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
227,환경부(한국자동차환경협회),롯데아울렛 이천점1,8,DC콤보,경기도,이천시,경기도 이천시 호법면 프리미엄 아울렛로 177-74,제한없음,법면 프리미엄 아울렛로 177-74
230,환경부(한국자동차환경협회),마장복합휴게소,1,DC차데모+AC3상+DC콤보,경기도,이천시,경기도 이천시 마장면 중부고속도로82,제한없음,장면 중부고속도로82
233,환경부(한국자동차환경협회),만안구청,1,DC차데모+AC3상+DC콤보,경기도,안양시,경기도 안양시 만안구 안양동 530 구청 건물입구 앞,제한없음,안구 안양동 530 구청 건물입구 앞
236,환경부(한국자동차환경협회),매송휴게소(목포방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
237,환경부(한국자동차환경협회),매송휴게소(목포방향),21,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
238,환경부(한국자동차환경협회),매송휴게소(목포방향),22,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
239,환경부(한국자동차환경협회),매송휴게소(목포방향),23,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
240,환경부(한국자동차환경협회),매송휴게소(목포방향),24,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
241,환경부(한국자동차환경협회),매송휴게소(목포방향),25,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
242,환경부(한국자동차환경협회),매송휴게소(목포방향),26,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
243,환경부(한국자동차환경협회),매송휴게소(목포방향),27,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
244,환경부(한국자동차환경협회),매송휴게소(목포방향),28,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 315,제한없음,송면 서해안고속도로 315
245,환경부(한국자동차환경협회),매송휴게소(서울방향),21,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
246,환경부(한국자동차환경협회),매송휴게소(서울방향),22,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
247,환경부(한국자동차환경협회),매송휴게소(서울방향),23,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
248,환경부(한국자동차환경협회),매송휴게소(서울방향),24,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
249,환경부(한국자동차환경협회),매송휴게소(서울방향),25,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
250,환경부(한국자동차환경협회),매송휴게소(서울방향),26,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
251,환경부(한국자동차환경협회),매송휴게소(서울방향),27,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
252,환경부(한국자동차환경협회),매송휴게소(서울방향),28,DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316,제한없음,송면 서해안고속도로 316
253,환경부(한국자동차환경협회),매송휴게소(시흥방향),1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 매송면 서해안고속도로 316-1,제한없음,송면 서해안고속도로 316-1
256,환경부(한국자동차환경협회),문화재청 왕릉유적본부  서부지구관리소(김포장릉),21,DC콤보,경기도,김포시,경기도 김포시 장릉로 79,제한없음,릉로 79
257,환경부(한국자동차환경협회),문화재청 왕릉유적본부  서부지구관리소(김포장릉),22,DC콤보,경기도,김포시,경기도 김포시 장릉로 79,제한없음,릉로 79
260,환경부(한국자동차환경협회),미사리 경정공원 제2주차장,11,DC콤보,경기도,하남시,경기도 하남시 신장동 281,제한없음,장동 281
261,환경부(한국자동차환경협회),미사리 경정공원 제2주차장,12,DC콤보,경기도,하남시,경기도 하남시 신장동 281,제한없음,장동 281
262,환경부(한국자동차환경협회),미사리 경정공원 제8주차장,11,DC콤보,경기도,하남시,경기도 하남시 망월동 1-1,제한없음,월동 1-1
263,환경부(한국자동차환경협회),미사리 경정공원 제8주차장,12,DC콤보,경기도,하남시,경기도 하남시 망월동 1-1,제한없음,월동 1-1
264,환경부(한국자동차환경협회),미사리 경정공원 제8주차장,13,DC콤보,경기도,하남시,경기도 하남시 망월동 1-1,제한없음,월동 1-1
265,환경부(한국자동차환경협회),미사리 경정공원 제8주차장,14,DC콤보,경기도,하남시,경기도 하남시 망월동 1-1,제한없음,월동 1-1
279,환경부(한국자동차환경협회),별내동주민센터,1,DC차데모+AC3상+DC콤보,경기도,남양주시,"경기도 남양주시 별내3로 64-21, 주차장 입구(별내동 1028)",제한없음,"별내3로 64-21, 주차장 입구(별내동 1028)"
280,환경부(한국자동차환경협회),병목안시민공원 노외주차장,1,DC콤보,경기도,안양시,경기도 안양시 만안구 안양동 1041-1,제한없음,안구 안양동 1041-1
285,환경부(한국자동차환경협회),부발읍행정복지센터,11,DC콤보,경기도,이천시,경기도 이천시 부발읍 무촌로 121,제한없음,발읍 무촌로 121
286,환경부(한국자동차환경협회),부발읍행정복지센터,12,DC콤보,경기도,이천시,경기도 이천시 부발읍 무촌로 121,제한없음,발읍 무촌로 121
287,환경부(한국자동차환경협회),부천수자원생태공원,21,DC콤보,경기도,부천시,경기도 부천시 벌말로 220,제한없음,말로 220
288,환경부(한국자동차환경협회),부천수자원생태공원,22,DC콤보,경기도,부천시,경기도 부천시 벌말로 220,제한없음,말로 220
289,환경부(한국자동차환경협회),부천시민회관 부설주차장,1,DC콤보,경기도,부천시,경기도 부천시 부일로 365,제한없음,일로 365
290,환경부(한국자동차환경협회),부천종합운동장,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 춘의동 8 24 필지 주차장 입구 오른쪽,제한없음,의동 8 24 필지 주차장 입구 오른쪽
293,환경부(한국자동차환경협회),분당도서관,1,DC콤보,경기도,성남시,경기도 성남시 분당구 불정로 110,제한없음,당구 불정로 110
300,환경부(한국자동차환경협회),비봉영업소,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 봉담읍 내리 13-5 인근,제한없음,담읍 내리 13-5 인근
301,환경부(한국자동차환경협회),비전 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,평택시,"경기도 평택시 비전동 629-1,주차장 안쪽 끝(비전동 629-1)",제한없음,"전동 629-1,주차장 안쪽 끝(비전동 629-1)"
306,환경부(한국자동차환경협회),상동 호수공원주차장,11,DC콤보,경기도,부천시,경기도 부천시 상동 549번지,제한없음,동 549번지
307,환경부(한국자동차환경협회),상동 호수공원주차장,12,DC콤보,경기도,부천시,경기도 부천시 상동 549번지,제한없음,동 549번지
308,환경부(한국자동차환경협회),상동 호수공원주차장,13,DC콤보,경기도,부천시,경기도 부천시 상동 549번지,제한없음,동 549번지
309,환경부(한국자동차환경협회),상동 호수공원주차장,14,DC콤보,경기도,부천시,경기도 부천시 상동 549번지,제한없음,동 549번지
319,환경부(한국자동차환경협회),서여주휴게소(마산방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 능서면 중부내륙고속도로 271 (매류리),제한없음,서면 중부내륙고속도로 271 (매류리)
320,환경부(한국자동차환경협회),서여주휴게소(마산방향),2,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 능서면 중부내륙고속도로 271 (매류리),제한없음,서면 중부내륙고속도로 271 (매류리)
321,환경부(한국자동차환경협회),서여주휴게소(양평방향),1,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 능서면 중부내륙고속도로 272 (매류리),제한없음,서면 중부내륙고속도로 272 (매류리)
322,환경부(한국자동차환경협회),서여주휴게소(양평방향),2,DC차데모+AC3상+DC콤보,경기도,여주시,경기도 여주시 능서면 중부내륙고속도로 272 (매류리),제한없음,서면 중부내륙고속도로 272 (매류리)
325,환경부(한국자동차환경협회),서하남휴게소(판교방향),1,DC차데모+AC3상+DC콤보,경기도,하남시,"경기도 하남시 서울외곽순환고속도로 19, 주차장 플랜카드 앞(춘궁동 212)",제한없음,"울외곽순환고속도로 19, 주차장 플랜카드 앞(춘궁동 212)"
326,환경부(한국자동차환경협회),서현도서관,1,DC콤보,경기도,성남시,경기도 성남시 분당구 중앙공원로 77,제한없음,당구 중앙공원로 77
337,환경부(한국자동차환경협회),성남 맛고을 주차장,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 야탑로 111번길 12-14,제한없음,당구 야탑로 111번길 12-14
338,환경부(한국자동차환경협회),성남시 중원구청,21,DC콤보,경기도,성남시,경기도 성남시 중원구 제일로 36,제한없음,원구 제일로 36
339,환경부(한국자동차환경협회),성남시 중원구청,22,DC콤보,경기도,성남시,경기도 성남시 중원구 제일로 36,제한없음,원구 제일로 36
340,환경부(한국자동차환경협회),성남시청,5,DC차데모+AC3상+DC콤보,경기도,성남시,"경기도 성남시 중원구 성남대로 997, 성남시청 제1주차장(여수동 200)",제한없음,"원구 성남대로 997, 성남시청 제1주차장(여수동 200)"
341,환경부(한국자동차환경협회),성남시청,21,DC콤보,경기도,성남시,경기도 성남시 중원구 성남대로 997,제한없음,원구 성남대로 997
342,환경부(한국자동차환경협회),성남시청,22,DC콤보,경기도,성남시,경기도 성남시 중원구 성남대로 997,제한없음,원구 성남대로 997
343,환경부(한국자동차환경협회),성남아트센터 옥외주차장,1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 분당구 성남대로 808 옥외주차장,제한없음,당구 성남대로 808 옥외주차장
344,환경부(한국자동차환경협회),성남휴게소(외측방향),1,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 수정구 산성대로 41 (수진동),제한없음,정구 산성대로 41 (수진동)
345,환경부(한국자동차환경협회),성남휴게소(외측방향),2,DC차데모+AC3상+DC콤보,경기도,성남시,경기도 성남시 수정구 산성대로 41 (수진동),제한없음,정구 산성대로 41 (수진동)
355,환경부(한국자동차환경협회),센트럴파크,1,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄공원로2길 32,제한없음,탄공원로2길 32
356,환경부(한국자동차환경협회),센트럴파크,2,DC차데모+AC3상+DC콤보,경기도,화성시,경기도 화성시 동탄공원로2길 32,제한없음,탄공원로2길 32
357,환경부(한국자동차환경협회),소사어울림마당 주차장,1,DC차데모+AC3상+DC콤보,경기도,부천시,경기도 부천시 경인옛로 73 지상주차장 ,제한없음,인옛로 73 지상주차장 
358,환경부(한국자동차환경협회),소요산축산물브랜드육타운 공영주차장,1,DC차데모+AC3상+DC콤보,경기도,동두천시,경기도 동두천시 평화로2910번길 30(상봉암동 10),제한없음,평화로2910번길 30(상봉암동 10)
